X1,X2,X3,X4,X5,X6,X7,X8,Y
0.8,580.91,274.21,118.52,6.85,3.04,0.08,2.37,67.63
0.62,667.39,346.47,112.74,6.64,4.58,0.32,3.84,98.84
0.78,645.24,362.05,126.37,5.4,2.04,0.34,1.98,86.72
0.69,582.55,413.42,203.7,5.32,4.71,0.36,1.86,54.81
0.92,689.01,368.07,208.94,5.54,2.07,0.37,0.17,52.28
0.74,750.69,274.14,187.49,3.87,4.8,0.19,1.92,51.54
0.74,700.99,410.01,130.95,3.91,4.16,0.11,4.45,104.67
0.86,620.04,274.34,183.26,4.55,3.05,0.12,3.26,40.17
0.63,713.9,406.04,127.07,4.21,2.42,0.17,3.52,104.01
0.64,525.31,294.03,182.2,6.23,4.38,0.3,4.93,35
0.86,724.3,369.3,203.4,4.54,3.8,0.14,3.01,61.08
0.84,730.12,391.45,213.11,5.18,2.62,0.21,1.52,63.59
0.64,611.63,369.5,171.2,6.31,4.54,0.15,2.2,64.46
0.71,696,293.96,159.43,4.22,4.59,0.3,1.8,63.46
0.66,581.47,373.17,112,6.52,4.31,0.3,1.99,90.05
0.84,759.59,314.84,145.64,6.25,3.55,0.03,1.81,85.95
0.79,603.27,331.46,137.07,6.49,3.71,0.38,3.5,79.06
0.74,532.25,411.32,149.18,5.07,2.27,0.22,1.33,72.28
0.94,696.79,397.07,216.72,4,3.57,0.05,4.18,57.85
0.83,765.61,265.33,168.45,6.91,3.4,0.1,0.85,62.73
0.75,750.18,381.3,144.72,5.17,2.02,0.31,5,96.99
0.69,543.35,309.13,112.57,3.71,3.34,0.03,4.86,70.17
0.91,594.05,329.29,142.47,5.69,3.83,0.06,3.92,70.1
0.96,643.95,304.39,212.48,6.37,4.71,0.37,4.03,40.8
0.73,762.52,294.72,144.3,4.35,4.09,0.14,0.59,78.4
0.89,568.31,280.05,204.19,5.54,3.7,0.08,4.61,27.71
0.96,557.27,255.38,177.85,5.27,2.89,0.31,1.2,31.88
0.94,802.28,250.25,188.53,4.5,2.68,0.09,2.77,56.49
0.78,770.19,326.28,158.62,5.03,2.56,0.09,1.93,78.89
0.74,747.87,353,116.9,5.16,2.17,0.13,3.03,102.2
0.76,524,292.8,194.76,3.94,2.92,0.25,3.27,31.98
0.84,626.62,406.9,121.25,4.53,3.33,0.21,1.24,95.1
0.67,682.11,385.38,175.46,5.09,2.79,0.16,4.73,77.14
0.67,681.31,372.87,116.33,6.5,3.87,0,1.26,100.57
0.87,549.09,358.54,213.45,6.67,2.41,0.32,0.3,29.12
0.67,554.93,398.11,161.39,5.39,3.72,0.09,4.87,71.63
0.89,537.98,333.78,133.94,5.06,3.67,0.18,0.04,66.23
0.87,655.94,265.21,151.86,5.26,3.18,0.28,0.57,60.15
0.76,634.97,283.33,201.27,5.2,2.07,0.14,0.29,33.11
0.79,790.88,288.25,113.08,4.93,4.39,0.39,1.87,97.85
0.82,720.63,304.44,173.56,5.75,4.13,0.05,4.02,62.3
0.87,788.97,333.17,148.09,6.43,4.02,0.17,0.95,86.76
0.79,555.75,290.94,124.8,6.66,2.26,0.36,0.21,60.4
0.87,556.52,351.11,186.51,3.69,4.61,0.37,3.56,48.45
0.82,603.32,263.65,153.7,6.99,3.22,0.3,1.88,54.55
0.98,653.03,285.36,133.75,3.82,4.26,0.21,1.96,68.03
0.72,663.94,270.76,174.95,6.31,3.99,0.38,0.57,46.38
0.62,538.94,274.44,202.26,6.22,4.31,0.06,0.67,22.05
0.93,770.07,384.25,201.98,5.86,2.33,0.4,2.49,74.07
0.64,546.53,318.93,140.17,5.85,4.33,0.22,2.39,62.81
0.74,789.53,273.55,131.54,3.55,3.19,0.1,0.39,79.84
0.75,701.38,273.13,213.46,3.57,3.14,0.12,2.23,29.53
0.9,687.33,376.63,157.73,6.24,2.16,0.17,3.51,87.25
0.82,629.15,271.21,211.51,5.34,3.92,0.12,4.79,29.8
0.66,732.1,251.43,140.96,6.14,4.63,0.15,4.96,75.15
0.98,601.04,322.12,164.07,6.57,2.36,0.01,1.56,60.64
0.77,665.29,284.6,158.26,3.64,2.86,0.06,1.26,54.22
0.92,549.84,344.32,196.21,3.97,4.44,0.1,0.22,37.75
0.77,705.02,392.8,153.42,5.92,3.2,0.37,0.04,85.94
0.7,703.96,368.18,167.04,4.84,3.83,0.02,3.71,81.24
0.72,522.4,323.49,139.38,5.97,2.67,0.02,2.77,57.49
0.78,692.9,375.44,184.76,5.22,2.82,0.38,1.96,64.65
0.79,756.43,399.24,184.58,5.15,4.31,0.09,3.68,82.76
0.97,762.72,327.99,129.11,3.91,3.47,0.14,4.93,96.98
0.7,762.68,369.7,216.24,3.78,2.28,0.24,3.48,57.31
0.88,727.38,292.3,148.05,4.58,2.48,0.02,0.55,73.99
0.77,802.53,281.34,167.52,4.71,3.15,0.28,0.44,68.17
0.65,663.63,412.94,186.38,5.83,4.17,0.11,4.57,74.73
0.79,646.95,350.45,152.66,4.96,2.51,0.23,3.95,75.37
0.97,599.34,379,180.48,5.3,2.19,0.18,4.84,64.93
0.82,711.09,317.29,135.24,5.85,4.17,0,2.71,85.33
0.72,695.48,344.63,119.79,4.07,3.67,0.21,3.36,93.13
0.83,599.01,330.72,114.2,6.13,2.03,0.1,2.58,80.86
0.97,762.27,376.38,131.67,4.17,2.27,0.07,1.18,97.96
0.8,789.85,390.14,156.75,4.17,4.8,0.34,0.2,97.08
0.98,648.74,369.43,117,4.04,3.1,0,3.15,96.06
0.71,767.56,255.63,170.51,5.59,2.43,0.16,4.9,63.2
0.96,749.18,340.18,178.89,5.79,4.94,0.38,2.27,70.04
0.97,589.48,377.6,168.5,6.31,3.52,0.13,2.33,67.1
0.67,670.67,346.51,207.49,4.98,3.42,0.12,3.9,50.04
0.79,768.8,359.92,201.84,4.9,2.02,0.27,0.25,65.36
0.92,739.88,304.5,128.66,5.79,2.94,0.36,3.43,91.47
0.94,708.03,374.55,134.13,3.55,2.92,0.11,3.34,94.58
0.67,589.25,322.22,186.95,4.7,3.12,0.25,4.19,46.49
0.9,616.44,343.95,173.23,4.48,4.47,0.21,2.84,55.62
0.76,734.22,329.34,214,4.37,2.89,0.36,4.8,51.67
0.84,791.65,257.73,144.23,6.16,3.42,0.18,4.86,80.97
0.62,627.14,348.52,189.74,3.63,2.6,0.14,2.32,50.51
0.65,760.26,381.07,122.26,5.7,3.49,0.21,2.03,106.96
0.82,774.11,354.74,172.13,5.13,2.63,0.13,2.74,77.21
0.72,799.46,276.69,117.47,6.46,2.66,0.32,4.83,97.66
0.88,548.35,378.27,216.02,5.12,3.26,0.24,1.73,35.31
0.87,705.02,321.34,122.52,6.08,3.38,0.13,2.27,88
0.72,620.98,381.38,132.38,5.29,3.66,0.09,4.46,85.45
0.87,669.7,295.88,157.31,6.91,3.98,0.14,4.96,68.74
0.82,557.32,345.25,139.52,5.95,4.67,0.27,4.21,76.26
0.68,544.64,339.9,213.01,5.3,2.34,0.33,0.46,24.62
0.93,523.15,377.14,218.06,4.47,4.17,0.02,1.56,28.72
0.91,556.56,261.4,147.23,3.59,2.08,0.23,4.31,43.95
0.83,750.42,403.51,132.42,4.39,3.86,0.1,3.85,108.96
0.64,699.4,394.9,120.46,3.76,4.51,0.02,1.75,103.38
0.79,651.73,321.89,200.06,6.72,3.39,0.2,3,42.56
0.96,633.91,403.8,111,4.05,3.53,0.06,3.69,101.19
0.95,522.81,331.64,155.25,5.53,4.13,0.04,3.56,53.9
0.9,540.42,371.27,114.38,3.88,3.93,0.34,2.45,82.97
0.78,525.06,303.58,209,3.85,2.41,0.1,1.37,18.07
0.84,677.74,262.81,214.07,3.89,3.23,0.14,2.46,29.29
0.89,517.34,330.79,182.86,4.99,4.3,0.26,1.79,43.2
0.96,613.79,305.82,126.98,4.67,3.69,0.03,4.39,72.86
0.67,676.01,297.86,204.28,6.38,4.14,0.38,2.94,43.26
0.94,626.45,314.18,152.29,5.16,3.28,0.18,3.1,66.76
0.97,590.46,366.93,183.84,6.95,4.6,0.24,4.24,63.8
0.63,544.93,404.12,196.89,5.91,3.92,0.1,4.39,51.02
0.93,700,245.58,168.72,4.25,4.36,0,1.15,50.16
0.96,580.27,279.13,158.49,3.69,2.68,0.17,2.03,45.07
0.9,787.86,402.58,212.15,5.55,4.4,0.03,2.93,71.32
0.84,748.59,292.21,127.48,5.4,4.22,0.23,1.04,82.79
0.62,793.42,259.78,217.46,5.82,2.1,0.38,0.37,42.23
0.72,626,267.9,216.86,4.83,4.65,0.31,4.61,26.45
0.64,805.42,369.75,207.62,6.81,2.68,0.22,3.03,72.91
0.93,628.32,358.25,132.81,6.2,3.18,0.26,0.41,82.29
0.9,601.24,391.31,202.86,5.62,3.02,0.21,1.07,50.59
0.67,600.84,282.95,121.12,4.37,4.21,0.07,0.63,69.29
0.9,557.73,272.18,162.54,3.75,2.49,0.24,0.1,33.28
0.69,804.53,324.84,218.5,4.58,2.01,0.02,0.46,50.03
0.98,628.54,369.41,138.69,5.27,3.93,0.19,3.39,84.52
0.94,595.29,281.81,211.01,6.9,3.03,0.2,1.7,26.28
0.78,737.23,377.51,162.04,5.45,3.63,0.2,0.15,82.56
0.75,626.88,337.77,193.81,5.07,3.79,0.04,4.07,48.7
0.69,552.62,405.91,143.56,5.61,2.14,0.08,3.48,79.46
0.76,607.13,404.45,189.19,4.58,2.42,0.1,4.66,57.82
0.78,704.11,356.35,165.78,5.02,2.33,0.37,2.14,71.86
0.66,559.32,324.33,125.52,6.99,2.32,0.19,3.75,76.92
0.95,516.22,405.23,153.41,6.23,3.78,0.13,0.14,66.04
0.97,777.02,407.04,197.68,6.05,4.29,0.32,0.58,79.07
0.77,580.82,302.43,183.77,6.82,3.07,0.17,4.09,45.58
0.96,639.48,254.75,171.01,4.46,2.67,0.25,2.11,39.63
0.79,740.44,334.8,209.92,5.5,4.69,0.27,1.31,54.07
0.84,593.65,251.47,166.95,4.81,2.99,0.17,4.24,42.46
0.91,617.42,400.2,188.41,4.49,3.34,0.13,4.81,61.97
0.85,699.48,321.56,195.97,3.77,2.37,0.4,0.05,47.99
0.91,589.81,327.95,193.36,6.03,4.75,0.04,2.89,44.65
0.75,515.36,330.1,198.81,4.45,3.68,0,0.72,25.62
0.88,622.24,374.05,202.08,6.72,4.19,0.36,1.72,49.19
0.95,605.28,400.52,183.5,3.6,3.85,0.29,2.12,61.86
0.69,540.07,363.59,174.45,5.89,2.59,0.22,0.42,48.08
0.82,557.52,318.89,198.77,6.44,3.18,0,2.4,31.99
0.8,683.61,371.41,140.25,6.06,4.95,0.11,2.25,90.22
0.79,756.45,306.41,172.16,5.66,3.73,0.04,4.88,73.14
0.9,523.83,375.12,181.31,5.65,2.71,0.17,3.86,48.43
0.87,760.52,316.16,121.67,5.95,4.88,0.24,4.91,104.47
0.79,603.27,414.97,207.59,4.77,3.04,0.24,3.25,53.02
0.97,581.6,384.24,169.71,4.34,3.89,0.2,2.47,68.4
0.81,744.79,334.18,190.98,6.09,3,0.05,4.58,66.11
0.78,705.02,398.99,162.42,4.76,2.09,0.38,1.5,80.63
0.73,672.93,357.74,158.39,5.74,2.83,0.03,3.11,76.83
0.91,722.59,322.4,110.99,4.66,2,0.03,1.07,92.47
0.96,553.12,342.74,195.72,6.59,2.13,0.39,1.78,41.4
0.94,529.75,317.79,146.67,3.62,4.79,0.13,3.07,54.12
0.86,707.87,265.2,219.01,5.74,4.42,0.02,3.37,30.98
0.84,532.41,396.92,172.92,5.53,4.01,0.07,4.34,60.94
0.74,658.97,341.34,166.18,4.85,3.48,0.34,0.94,68.22
0.64,800.67,354.82,110.76,4.47,3.37,0.17,0.44,108.49
0.96,755.82,361.63,147.89,5.33,3.77,0.13,3.52,95.2
0.84,806.39,400.27,182.39,3.5,4.04,0.04,2.62,85.02
0.71,757.75,361.19,131.96,5.86,4.51,0.3,0.12,97.97
0.89,677.11,315.16,202.63,5.8,3.31,0.36,3.47,48.03
0.88,669.21,400.02,212.19,6.17,2.71,0.12,2.59,57.1
0.62,635.26,304.66,146.04,4.57,3.94,0.31,1.03,67.73
0.87,628.33,397.02,210.47,5.09,2.28,0.17,1.64,52.83
0.96,632.32,317.68,157.25,3.62,4.51,0.22,1.69,65.32
0.94,792.47,270.89,129.39,4.6,4.46,0.38,1.22,87.01
0.91,564.69,409.4,198.96,6.58,2.29,0.29,2.61,54.32
0.85,575.87,327.91,195.3,3.57,4.45,0.29,3.72,38.52
0.89,636.04,350.22,166.25,5.18,4.61,0.02,4.17,69.06
0.89,712.21,312.91,155.71,5.07,3.9,0.23,0.73,68.99
0.66,667.11,374.71,186.88,5.19,3.67,0.25,2.76,63.29
0.67,637.33,359.69,165.78,6.51,3.3,0.2,0.56,71.74
0.7,723.09,401.46,184.4,4.06,2.32,0.36,3.29,73.88
0.76,551.74,350.31,164.56,4.09,3.88,0.13,2.97,54.59
0.92,597.51,288.9,133.36,6.25,4.09,0.05,3.51,70.77
0.79,631.24,286.63,150.46,4.06,3.53,0.01,1.02,57.09
0.64,526.46,394.44,131.37,4.8,2.71,0.19,3.37,78.85
0.72,516.64,254.84,137.37,6.67,3.53,0.02,1.73,47.2
0.85,595.76,254.86,211.85,4.37,2.13,0.14,4.56,19.89
0.63,767.53,366.6,130.71,5.02,4.56,0.39,1.86,104.64
0.69,737.35,255.98,114.8,4.54,3.38,0.05,1.88,79.29
0.74,706.81,398.3,146.15,4.06,2.97,0.1,1.01,88.67
0.93,682.42,291.17,140.91,5.81,2.76,0.12,0.1,73.41
0.91,808.08,335.52,177.34,6.86,4.6,0.01,3.94,81.3
0.95,725.6,401.93,178.16,6.78,2.51,0.11,0.61,78.74
0.77,581.34,405.51,178.61,5.67,4.98,0.28,1.38,67.54
0.86,556.23,383.01,192.47,5.5,2.05,0.14,0.26,44.75
0.77,736.19,303.68,199.02,4.24,4.89,0.14,0.3,48.57
0.82,728.97,343.14,117.26,3.97,2.88,0.2,2.45,97.82
0.7,580.56,399.37,171.86,5.1,4.94,0.11,4.77,69.25
0.88,805.77,301.55,192.46,6.35,2.6,0.33,2.48,62.36
0.94,646.22,360.45,190.99,6.2,3.77,0.15,1.65,57.51
0.94,698.5,414.59,122.37,5.38,4.85,0.06,4.74,112.33
0.75,568.13,411.66,140.23,4.75,4.37,0.09,0.64,82.79
0.64,606.49,271,134.39,6.1,3.29,0.1,3.62,64.18
0.71,557.24,414.78,203.56,6.87,3.24,0.01,0.31,50.46
0.81,659.09,399.6,169.5,3.82,3.41,0.04,1.16,68.5
0.76,734.88,246.84,199.69,4.47,2.18,0.02,2.09,33.46
0.89,554.81,266.16,167.06,5.5,2.3,0.35,3.24,41.13
0.8,544.1,385.26,137.43,4.26,2.39,0.37,3.04,75.1
0.85,666.93,264.15,149.13,4.27,4.18,0.32,3.76,63.38
0.92,565.1,295.38,141.7,4.61,3.19,0.32,4.86,59.31
0.82,646.22,310.26,205.06,3.94,4.83,0.18,0.75,36.38
0.69,620.06,303.92,165.5,4.33,4.78,0.26,0.17,53.06
0.63,652.15,251.93,121.52,3.81,2.51,0.25,4.57,69.32
0.68,677.85,353.84,187.29,5.43,3.14,0.39,3.54,61.52
0.73,773.37,253.09,121.96,6.86,2.04,0.28,0.14,84.98
0.83,675.12,308.01,130.05,6.78,4.41,0.21,0.24,81.58
0.81,806.57,266.72,174.82,4.83,4.32,0.33,2.63,65.08
0.73,708.51,379.95,117.41,6.6,4.98,0.35,4.89,114.44
0.97,694.56,260.2,158.35,5.8,3.17,0.35,0.05,59.65
0.97,749.05,389.38,142.17,6.79,2.4,0.21,2.32,101.66
0.74,757.3,355.31,190.27,4.37,3.52,0.12,1.75,69.78
0.81,562.43,389.37,196.02,4.01,3.51,0.05,3.19,48.54
0.77,705.74,366.79,210.84,5.77,3,0.21,3.76,57.73
0.86,740.53,344.7,215.77,4.25,4.28,0.33,2.86,53.64
0.64,524.01,319.68,191.39,6.84,3.99,0.2,4.01,39.31
0.78,701.73,414,174.45,3.58,3.17,0.09,4.17,83.58
0.73,601.61,325.43,127.34,3.69,3.06,0.25,0.95,75.43
0.71,784.78,332.92,215.55,6.37,4.3,0.3,4.47,59.49
0.72,638.14,254.65,133.81,5.71,3.65,0.12,0.35,60.52
0.82,690.93,349.14,180.11,6.52,4.03,0.2,3.07,69.73
0.85,735.45,316.72,201.09,5.62,4.73,0.04,2.04,54.27
0.91,672.43,381.49,212.83,5.22,4.17,0.17,0.85,52.91
0.75,573.24,270.38,200.12,5.3,4.17,0.11,4.55,28.24
0.74,624.99,370.09,219.42,5.58,3.02,0.32,1.67,38.3
0.88,625.04,318.39,203.3,6.12,3.09,0.27,0.19,36.28
0.88,570.51,332.17,110.45,5.8,3.66,0.31,1.03,80
0.67,582.27,271.74,171.76,6.98,4.18,0.03,3.82,46.6
0.65,583.27,378.64,170.58,4.71,4.87,0.36,0.4,60.76
0.73,538,326.81,199.36,3.6,3.51,0.25,4.86,29.83
0.91,660.03,312.27,211.97,5.9,2.15,0.16,2.73,41.04
0.86,641.7,379.53,124.08,5.25,4.59,0.2,4.09,95.86
0.94,650.51,257.54,165.32,4.36,4.71,0.04,1.72,46.54
0.83,519.24,253.15,199.76,4.09,3.53,0.06,1.65,14.94
0.8,533.27,312.04,171.55,5.87,3.07,0.1,1.84,42.75
0.84,549.7,358.63,157.84,4.21,2.19,0.15,3.09,60.62
0.81,746.62,318.21,201.61,4.46,2.91,0.22,1.56,48.8
0.65,591.3,358.24,127,6.58,2.4,0.11,1.27,79.26
0.93,589.97,310.35,187.37,5.37,3.12,0.29,3.09,44.14
0.92,753.76,323.16,128.43,5.93,3.38,0.27,0.32,92.55
0.67,792.65,253.72,162.69,5.19,3.81,0.32,2.96,66.33
0.7,688.23,328.94,163.28,6.87,4.36,0.11,3.2,72.96
0.94,582.89,329.88,188.04,5.79,4.49,0.09,1.57,45.22
0.87,588.38,284.63,184.86,5.53,4.71,0.05,0.42,35.75
0.8,800.42,290.44,217.27,6.32,3.88,0.35,4.32,50.28
0.94,584.57,249.91,149.74,4.27,2.37,0.1,4.22,44.73
0.77,601.05,384.35,215.05,4.08,4.37,0.25,2.01,44.02
0.97,751.09,377.91,122.19,4.68,2.34,0.24,0.57,102.18
0.78,555.2,267.78,138.46,6.59,3.43,0.1,1.37,53.05
0.64,556.81,387.45,152.49,4.18,4.75,0.11,3.38,70.56
0.89,758,325.82,129.15,4.21,2.98,0.16,2.76,96.68
0.98,780.01,376.79,131.39,4.96,2.23,0.3,1.54,103.95
0.88,731.45,376.94,185.52,6.1,4.28,0.07,2.72,77.38
0.87,789.84,282.48,203.62,6.24,3.76,0.03,2.62,55.77
0.68,676.68,344.34,190.23,3.77,4.99,0.24,0.66,50.21
0.8,602.45,395.79,196.48,3.98,2.62,0.17,3.89,53.83
0.66,522.05,382.5,123.37,4.29,3.92,0.39,3.93,82.54
0.78,647.27,329.09,134.11,3.75,4.13,0.36,0.38,75.6
0.86,590.9,257.28,148.65,4.43,2.79,0.39,2.47,51.3
0.69,750.53,260.48,124.4,4.33,4.28,0.36,3.28,83.18
0.85,781.71,327.4,173.81,6.03,3.13,0.18,1.07,73.86
0.8,568.23,312.51,205.84,4.48,4.28,0.29,4.68,31.58
0.83,570.73,280.48,212.32,5.61,3.52,0.08,3.6,21.73
0.82,803.04,333.69,199.37,4.98,4.79,0.01,3.63,67.45
0.66,750.1,252.27,180.17,6.87,3.62,0.19,4.97,56.75
0.79,772.06,376.53,110.43,6.96,3.24,0.11,1.38,115.48
0.72,620.92,396.34,129.05,5.28,4.01,0.3,0.09,91.33
0.88,763.89,368.47,129.47,6.15,2.08,0.39,1.4,101.23
0.63,721.81,320.59,195.97,3.82,2.42,0.32,3.97,52.45
0.92,665.26,409.81,121.63,6.74,3.82,0.09,2.22,108.79
0.86,744.08,383.42,123.08,3.75,2.42,0.32,3.78,104.95
0.83,780.53,317.73,178.77,4.82,2.57,0.34,3.66,72.31
0.85,707.84,327.19,162.19,6.66,2.1,0.38,0.89,73.11
0.94,630.17,382.84,206.31,5.78,2.48,0.3,0.68,47.8
0.68,607.2,299.03,160.44,6.71,4.2,0.36,3.38,59.53
0.85,686.7,398.93,151.07,4.82,3.38,0.14,4.36,91.07
0.62,538.7,297.36,144.5,6.91,3.91,0.29,2.2,56.83
0.84,515.26,362.74,199.83,4.81,2.7,0.26,3.99,40.08
0.65,661.82,252.13,156.18,6.15,3.01,0.18,2.91,55.1
0.68,747.76,263.57,168.36,4.89,3.12,0.23,1.16,59.29
0.75,789.21,398.08,161.85,6.05,4.63,0.29,1.25,97.74
0.76,714.17,283.88,130.83,3.82,3.46,0.12,0.18,72.99
0.73,741.88,403.53,154.41,6.39,2.59,0.17,1.94,97
0.93,740.42,372.75,178.4,5.28,2.06,0.3,0.63,70.94
0.89,553.63,377.05,134.27,5.46,3.26,0.29,2.4,80.51
0.86,802.56,300.33,134.44,6.43,4.85,0.32,0.27,93.99
0.88,610.59,255.54,121.01,4.78,4.75,0.21,2.51,67.43
0.66,673.16,272.07,193.29,6.36,2.93,0.27,4.88,49.09
0.81,611.23,354.75,175.97,6.92,4.36,0.35,0.55,62.33
0.78,652.97,414.56,196.94,5.73,4.48,0.36,4.8,67.74
0.66,689.17,399.71,146.3,4.47,2.07,0.08,1,90.94
0.75,599.41,338.62,186.32,6.52,3.5,0.27,2.83,51.71
0.7,787.76,327.22,162.27,4.05,2.95,0.37,3.86,83.82
0.75,743.36,306.08,120.27,4.33,2.45,0.26,2.8,89.79
0.65,757.27,300.17,178.33,6.66,4.73,0.3,3.87,70.31
0.77,612.29,368.78,168.48,6.65,4.99,0.27,0.68,64.1
0.73,517.82,379.09,153.53,3.64,3.16,0.17,4.07,60.83
0.88,732.21,266.64,189.53,4.5,2.9,0.36,2.01,50.17
0.92,808.37,378.76,149.65,4.17,4.99,0.02,3.06,101.22
0.63,717.3,274.5,212.79,6.61,4.08,0.15,1.89,40.56
0.77,728.9,389.3,184.88,4.62,4.76,0.24,1.63,74.97
0.97,556.27,365.29,153.09,5.39,3.98,0.33,0.89,66.04
0.93,802.67,376.36,135.81,5.61,2.02,0.32,4.29,107.21
0.87,652.29,414.81,111.37,4.3,3.11,0.26,2.21,109.24
0.7,533.42,384.44,169.66,4.32,3.2,0.37,1.04,56.92
0.9,776.76,402.93,133.02,6.66,3.81,0.11,0.98,111.57
0.78,563.52,246.96,125.76,4.56,2.79,0.02,3.33,57.42
0.74,540.82,398.63,140.42,4.81,2.06,0.08,3.99,76.02
0.66,521.62,302.34,116.44,3.77,2.11,0.34,2.71,61.93
0.96,775.27,368.63,132,3.57,4.51,0.26,1.93,102.76
0.74,521.56,394.25,173.07,6.93,4.09,0.31,3.87,61.97
0.91,745.47,271.26,144.48,4.73,4.56,0.16,1.16,75.98
0.89,599.66,270.54,174.46,5.02,2.5,0.28,4.77,42.53
0.98,632.88,379.74,144.54,5.94,2.61,0.2,2.72,80.59
0.97,616.57,257.88,193.09,5,4.02,0.05,4.26,30.56
0.65,569.67,280.6,166.85,5.57,3.75,0.26,2.14,46.35
0.81,573.54,349.97,122.4,3.85,2.47,0.13,1.04,73.14
0.82,769,402.79,196.54,5.68,3,0.36,1.07,74.04
0.71,733.17,413.41,164.14,4.71,2.15,0.1,1.06,88.57
0.86,562.36,324.27,115.17,6.75,3.48,0.08,2.28,78.51
0.75,732.75,313.65,160.33,4.74,2.47,0.18,2.12,66.32
0.98,795.49,337.39,124.66,4.11,3.82,0.03,3.92,102.63
0.66,674.83,309.17,137.5,6.99,4.02,0.25,0.89,80.18
0.79,741.68,319.72,176.43,6.86,2.97,0.04,0.64,66.2
0.95,700.97,410.56,176.89,4.9,4.07,0.33,1.8,78.4
0.72,591.4,305.55,156.37,6.76,4.14,0.19,0.64,55.53
0.87,556.23,344.45,127.7,5.74,3.58,0.08,0.79,74.97
0.74,641.35,328.66,153.35,5.95,2.05,0.36,4.18,71.04
0.89,521.84,302.52,204.1,5.31,2.96,0.35,2.74,25.16
0.76,638.32,382.37,146.44,5.79,3.26,0.23,4.61,88.39
0.83,528.35,312.07,173.61,6.25,3.32,0.09,2.07,43.48
0.84,740.93,313.03,201.98,6.05,4.14,0.25,4.98,59.24
0.75,742.99,361.92,120.99,6.39,2.34,0.08,3.39,105.66
0.73,517.25,395.88,182.49,5.41,2.03,0.02,2.95,50.85
0.65,523.34,412.76,132.57,6.2,2.05,0.15,1.56,78.13
0.7,674.81,246.33,176.76,3.62,4.12,0.11,0.55,36.77
0.85,666.15,272.16,142.92,3.57,3.85,0.03,2.51,64.89
0.92,539.87,297.94,173.86,5.72,3.88,0.12,2.82,41.54
0.76,536.57,316.64,165.06,4.57,2.74,0.01,2.32,43.64
0.73,686.42,309.09,123.04,5.17,4.22,0.04,4.53,89.45
0.97,657.94,278.12,143.76,4.53,2.2,0.38,0.93,60.6
0.66,702.91,330.03,189.06,5.98,4.37,0.3,4.5,60.47
0.78,802.88,407.43,175.11,5.08,3.26,0.3,0.8,92.2
0.88,558.67,345.65,145.83,6.37,2.08,0.33,3.56,67.4
0.69,626.06,416.03,187.45,6.76,3.56,0.16,2.21,70.85
0.65,706.88,291.81,146.43,5.19,2.35,0.07,1.63,69.38
0.79,571.93,414.89,158.21,6.29,4.61,0.05,0.32,73.08
0.64,751.02,406.18,214.51,6.5,3.86,0.27,0.1,67.42
0.65,532.32,278.79,144.71,6.06,2.76,0.35,3.69,50.48
0.93,802.89,263.84,220.28,4.07,2.92,0.14,3.84,43.3
0.93,686.31,343.94,129.17,4.25,4.17,0.05,0.86,87
0.73,753.56,264.3,215.56,5.41,4.65,0.12,2.16,40.82
0.82,772.36,345.2,176.53,5.86,4.68,0.1,3.58,78.73
0.91,675.59,315.81,122.12,5.57,3.89,0.21,3.56,88.77
0.91,790.26,331.71,168.75,5.59,2.58,0.13,0.37,76.58
0.97,621.12,301.09,145.37,4.56,2.77,0.33,1.61,61.5
0.85,615.59,253.04,187.36,5.59,3.75,0.11,2.33,30.37
0.81,763.15,298.2,138.38,5.44,3.43,0.21,1.18,83.37
0.71,688.47,295.19,204.45,5.11,2.74,0.36,3.33,39.43
0.98,579.21,279.25,180.98,5.03,3.88,0.35,2.51,40.73
0.66,544.04,331.89,183.58,4.57,4,0.26,1.91,41.48
0.69,736.72,368.25,194.7,4.29,4.24,0.17,2.3,68.37
0.76,533.39,357.87,202.26,4.58,4.52,0.1,0.27,35.16
0.93,792.68,309.46,215.34,6.21,4.4,0.13,2.92,54.36
0.72,731.96,312.64,126.64,4.42,3.03,0.32,3.11,92.85
0.82,756.72,386.82,115.49,4.68,4.85,0.4,3.61,116.02
0.67,745.43,311.02,165.63,6.06,4.38,0.2,3.05,72.89
0.75,572.45,340.45,187.51,3.72,3.17,0.04,4.25,47.5
0.88,622.06,395.81,209.13,4.77,2.86,0.36,4.92,51.48
0.67,739.32,372.14,135.53,6.86,3.54,0.39,0.1,98.93
0.67,783.32,309.14,203.48,3.57,3.21,0.19,4.07,57.45
0.89,561.53,331.19,192.22,3.7,3.82,0.29,4.57,40.12
0.76,654.8,311.99,210.39,3.89,2.69,0.08,1.7,33.53
0.76,639.42,302.52,123,4.81,3.79,0.16,0.84,75.7
0.86,807.9,266.3,161.6,4.52,4.06,0.01,1.8,70.25
0.92,568.7,349.77,135.12,3.55,4.52,0.06,0.34,68.32
0.63,680.88,400.82,205.09,4.62,3.09,0.37,4.88,64.73
0.79,525.16,375.87,216.8,4.16,2.55,0.38,0.02,26.4
0.65,785.61,344.67,211.12,3.61,4.51,0.09,3.85,56.05
0.66,530.72,364.61,121.55,6.69,2.44,0.09,1.83,82.92
0.8,518.18,258.03,187.78,6.82,4.81,0.28,4.75,30.47
0.93,599.78,274.58,135.23,3.72,3.96,0.25,4.27,66.58
0.97,802.43,304.28,121.23,4.77,4.84,0.12,0.55,97.39
